,i,accuracy,config,model_result
0,0,0.8173076923076923,"{'M': '100', 'q': '4', 'cultures_grouped_dict': {'Westeros': ['first men', 'andal', 'andals', 'northmen', 'northern mountain clans', 'crannogmen', 'valemen', 'vale', 'vale mountain clans', 'riverlands', 'rivermen', 'westerman', 'westermen', 'westerlands', 'stormlander', 'stormlands', 'reach', 'reachmen', 'the reach', 'dornish', 'dornishmen', 'dorne', 'ironborn', 'ironmen', 'westeros', 'free folk', 'wildling', 'wildlings'], 'Essos': ['valyrian', 'rhoynar', 'astapor', 'astapori', 'braavosi', 'braavos', 'tyroshi', 'lysene', 'lyseni', 'myrish', 'pentoshi', 'qartheen', 'qarth', 'dothraki', 'lhazarene', 'lhazareen', 'meereen', 'meereenese', 'norvoshi', 'qohor', 'asshai', ""asshai'i"", 'norvos', 'ghiscari', 'ghiscaricari', 'naathi', 'ibbenese', 'summer isles', 'summer islands', 'summer islander'], 'Other / Sea Peoples': ['ironborn', 'ironmen', 'ibbenese', 'naathi']}, 'titles_grouped_dict': {'Royalty': ['king', 'queen', 'prince', 'princess', 'king in the north', 'king of astapor', 'king of the andals', 'king of the iron islands', 'king of winter', 'king-beyond-the-wall'], 'Great Lords / Paramounts': ['lord paramount of the mander', 'lord paramount of the stormlands', 'lord paramount of the trident', 'lord of the seven kingdoms', 'lord reaper of pyke', 'lord of harrenhal'], 'Lords and Ladies (regional)': ['lord', 'lady', 'lord of dragonstone', 'lady of the vale', 'lord of the crossing', 'lady of bear island', 'lord of the iron islands', 'lady of darry', 'lord of kingsgrave'], 'Lesser Nobility / Worthy': ['barrowton', 'cerwyn', 'harlaw', 'hightower', 'hornvale', 'oakenshield'], 'Knights and Martial': ['knight', 'ser', 'first sword of braavos', ""knight of griffin's roost"", 'master-at-arms', 'lord captain of the iron fleet', ""lord commander of the night's watch""], 'Court & Officers': ['hand of the king', 'master of coin', 'master of ships', 'master of whisperers', 'steward', 'lord steward', 'seneschal'], 'Military Commands': ['captain', 'captain-general', 'commander of the city watch', 'commander of the second sons', 'oarmaster', 'lord captain'], 'Religious': ['high septon', 'septa', 'septon', 'red priest', 'warlock', ""slave of r'hllor""], 'Scholars & Advisors': ['maester', 'grand maester', 'magister', 'magister of pentos'], 'Household & Service': ['cupbearer', 'goodman', 'goodwife', 'keeper of the gates of the moon', 'castellan'], 'Place-names as titles': ['winterfell', 'dragonstone', 'harrenhal', 'riverrun', 'the crossing', 'three towers', 'three sisters', 'ten towers', 'twins']}, 'popularity_type': 'F', 'houses_count_groupes': [[0, 2], [3, 4], [5, 8], [9, 17]], 'isAliveHeir_processing_type': 'B', 'isAliveFather_processing_type': 'B', 'isAliveSpouse_processing_type': 'B', 'binary_mapping': {nan: 0, 0: 1, 1: 2}, 'encoding_type': 'onehot', 'target_col': 'isAlive', 'encoder_path': '/content/encoders/new_enc_0.pkl', 'scaler_path': '/content/scalers/new_scaler_0.pkl'}","{'model': 'RandomForest', 'params': {'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': 310, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 140}, 'val_accuracy': 0.8173076923076923}"
1,1,0.8333333333333334,"{'M': '100', 'q': '4', 'cultures_grouped_dict': {'Westeros': ['first men', 'andal', 'andals', 'northmen', 'northern mountain clans', 'crannogmen', 'valemen', 'vale', 'vale mountain clans', 'riverlands', 'rivermen', 'westerman', 'westermen', 'westerlands', 'stormlander', 'stormlands', 'reach', 'reachmen', 'the reach', 'dornish', 'dornishmen', 'dorne', 'ironborn', 'ironmen', 'westeros', 'free folk', 'wildling', 'wildlings'], 'Essos': ['valyrian', 'rhoynar', 'astapor', 'astapori', 'braavosi', 'braavos', 'tyroshi', 'lysene', 'lyseni', 'myrish', 'pentoshi', 'qartheen', 'qarth', 'dothraki', 'lhazarene', 'lhazareen', 'meereen', 'meereenese', 'norvoshi', 'qohor', 'asshai', ""asshai'i"", 'norvos', 'ghiscari', 'ghiscaricari', 'naathi', 'ibbenese', 'summer isles', 'summer islands', 'summer islander'], 'Other / Sea Peoples': ['ironborn', 'ironmen', 'ibbenese', 'naathi']}, 'titles_grouped_dict': {'Royalty': ['king', 'queen', 'prince', 'princess', 'king in the north', 'king of astapor', 'king of the andals', 'king of the iron islands', 'king of winter', 'king-beyond-the-wall'], 'Great Lords / Paramounts': ['lord paramount of the mander', 'lord paramount of the stormlands', 'lord paramount of the trident', 'lord of the seven kingdoms', 'lord reaper of pyke', 'lord of harrenhal'], 'Lords and Ladies (regional)': ['lord', 'lady', 'lord of dragonstone', 'lady of the vale', 'lord of the crossing', 'lady of bear island', 'lord of the iron islands', 'lady of darry', 'lord of kingsgrave'], 'Lesser Nobility / Worthy': ['barrowton', 'cerwyn', 'harlaw', 'hightower', 'hornvale', 'oakenshield'], 'Knights and Martial': ['knight', 'ser', 'first sword of braavos', ""knight of griffin's roost"", 'master-at-arms', 'lord captain of the iron fleet', ""lord commander of the night's watch""], 'Court & Officers': ['hand of the king', 'master of coin', 'master of ships', 'master of whisperers', 'steward', 'lord steward', 'seneschal'], 'Military Commands': ['captain', 'captain-general', 'commander of the city watch', 'commander of the second sons', 'oarmaster', 'lord captain'], 'Religious': ['high septon', 'septa', 'septon', 'red priest', 'warlock', ""slave of r'hllor""], 'Scholars & Advisors': ['maester', 'grand maester', 'magister', 'magister of pentos'], 'Household & Service': ['cupbearer', 'goodman', 'goodwife', 'keeper of the gates of the moon', 'castellan'], 'Place-names as titles': ['winterfell', 'dragonstone', 'harrenhal', 'riverrun', 'the crossing', 'three towers', 'three sisters', 'ten towers', 'twins']}, 'popularity_type': 'F', 'houses_count_groupes': [[0, 2], [3, 4], [5, 8], [9, 17]], 'isAliveHeir_processing_type': 'B', 'isAliveFather_processing_type': 'B', 'isAliveSpouse_processing_type': 'B', 'binary_mapping': {nan: 0, 0: 1, 1: 2}, 'encoding_type': 'target', 'target_col': 'isAlive', 'encoder_path': '/content/encoders/new_enc_1.pkl', 'scaler_path': '/content/scalers/new_scaler_1.pkl'}","{'model': 'RandomForest', 'params': {'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': 310, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 140}, 'val_accuracy': 0.8333333333333334}"
2,2,0.8141025641025641,"{'M': '100', 'q': '4', 'cultures_grouped_dict': {'Westeros': ['first men', 'andal', 'andals', 'northmen', 'northern mountain clans', 'crannogmen', 'valemen', 'vale', 'vale mountain clans', 'riverlands', 'rivermen', 'westerman', 'westermen', 'westerlands', 'stormlander', 'stormlands', 'reach', 'reachmen', 'the reach', 'dornish', 'dornishmen', 'dorne', 'ironborn', 'ironmen', 'westeros', 'free folk', 'wildling', 'wildlings'], 'Essos': ['valyrian', 'rhoynar', 'astapor', 'astapori', 'braavosi', 'braavos', 'tyroshi', 'lysene', 'lyseni', 'myrish', 'pentoshi', 'qartheen', 'qarth', 'dothraki', 'lhazarene', 'lhazareen', 'meereen', 'meereenese', 'norvoshi', 'qohor', 'asshai', ""asshai'i"", 'norvos', 'ghiscari', 'ghiscaricari', 'naathi', 'ibbenese', 'summer isles', 'summer islands', 'summer islander'], 'Other / Sea Peoples': ['ironborn', 'ironmen', 'ibbenese', 'naathi']}, 'titles_grouped_dict': {'Royalty': ['king', 'queen', 'prince', 'princess', 'king in the north', 'king of astapor', 'king of the andals', 'king of the iron islands', 'king of winter', 'king-beyond-the-wall'], 'Great Lords / Paramounts': ['lord paramount of the mander', 'lord paramount of the stormlands', 'lord paramount of the trident', 'lord of the seven kingdoms', 'lord reaper of pyke', 'lord of harrenhal'], 'Lords and Ladies (regional)': ['lord', 'lady', 'lord of dragonstone', 'lady of the vale', 'lord of the crossing', 'lady of bear island', 'lord of the iron islands', 'lady of darry', 'lord of kingsgrave'], 'Lesser Nobility / Worthy': ['barrowton', 'cerwyn', 'harlaw', 'hightower', 'hornvale', 'oakenshield'], 'Knights and Martial': ['knight', 'ser', 'first sword of braavos', ""knight of griffin's roost"", 'master-at-arms', 'lord captain of the iron fleet', ""lord commander of the night's watch""], 'Court & Officers': ['hand of the king', 'master of coin', 'master of ships', 'master of whisperers', 'steward', 'lord steward', 'seneschal'], 'Military Commands': ['captain', 'captain-general', 'commander of the city watch', 'commander of the second sons', 'oarmaster', 'lord captain'], 'Religious': ['high septon', 'septa', 'septon', 'red priest', 'warlock', ""slave of r'hllor""], 'Scholars & Advisors': ['maester', 'grand maester', 'magister', 'magister of pentos'], 'Household & Service': ['cupbearer', 'goodman', 'goodwife', 'keeper of the gates of the moon', 'castellan'], 'Place-names as titles': ['winterfell', 'dragonstone', 'harrenhal', 'riverrun', 'the crossing', 'three towers', 'three sisters', 'ten towers', 'twins']}, 'popularity_type': 'F', 'houses_count_groupes': [[0, 2], [3, 4], [5, 8], [9, 17]], 'isAliveHeir_processing_type': 'B', 'isAliveFather_processing_type': 'B', 'isAliveSpouse_processing_type': 'M', 'binary_mapping': {nan: 0, 0: 1, 1: 2}, 'encoding_type': 'onehot', 'target_col': 'isAlive', 'encoder_path': '/content/encoders/new_enc_2.pkl', 'scaler_path': '/content/scalers/new_scaler_2.pkl'}","{'model': 'RandomForest', 'params': {'bootstrap': True, 'class_weight': None, 'criterion': 'entropy', 'max_depth': 36, 'max_features': 'sqrt', 'max_leaf_nodes': 162, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 153}, 'val_accuracy': 0.8141025641025641}"
3,3,0.8269230769230769,"{'M': '100', 'q': '4', 'cultures_grouped_dict': {'Westeros': ['first men', 'andal', 'andals', 'northmen', 'northern mountain clans', 'crannogmen', 'valemen', 'vale', 'vale mountain clans', 'riverlands', 'rivermen', 'westerman', 'westermen', 'westerlands', 'stormlander', 'stormlands', 'reach', 'reachmen', 'the reach', 'dornish', 'dornishmen', 'dorne', 'ironborn', 'ironmen', 'westeros', 'free folk', 'wildling', 'wildlings'], 'Essos': ['valyrian', 'rhoynar', 'astapor', 'astapori', 'braavosi', 'braavos', 'tyroshi', 'lysene', 'lyseni', 'myrish', 'pentoshi', 'qartheen', 'qarth', 'dothraki', 'lhazarene', 'lhazareen', 'meereen', 'meereenese', 'norvoshi', 'qohor', 'asshai', ""asshai'i"", 'norvos', 'ghiscari', 'ghiscaricari', 'naathi', 'ibbenese', 'summer isles', 'summer islands', 'summer islander'], 'Other / Sea Peoples': ['ironborn', 'ironmen', 'ibbenese', 'naathi']}, 'titles_grouped_dict': {'Royalty': ['king', 'queen', 'prince', 'princess', 'king in the north', 'king of astapor', 'king of the andals', 'king of the iron islands', 'king of winter', 'king-beyond-the-wall'], 'Great Lords / Paramounts': ['lord paramount of the mander', 'lord paramount of the stormlands', 'lord paramount of the trident', 'lord of the seven kingdoms', 'lord reaper of pyke', 'lord of harrenhal'], 'Lords and Ladies (regional)': ['lord', 'lady', 'lord of dragonstone', 'lady of the vale', 'lord of the crossing', 'lady of bear island', 'lord of the iron islands', 'lady of darry', 'lord of kingsgrave'], 'Lesser Nobility / Worthy': ['barrowton', 'cerwyn', 'harlaw', 'hightower', 'hornvale', 'oakenshield'], 'Knights and Martial': ['knight', 'ser', 'first sword of braavos', ""knight of griffin's roost"", 'master-at-arms', 'lord captain of the iron fleet', ""lord commander of the night's watch""], 'Court & Officers': ['hand of the king', 'master of coin', 'master of ships', 'master of whisperers', 'steward', 'lord steward', 'seneschal'], 'Military Commands': ['captain', 'captain-general', 'commander of the city watch', 'commander of the second sons', 'oarmaster', 'lord captain'], 'Religious': ['high septon', 'septa', 'septon', 'red priest', 'warlock', ""slave of r'hllor""], 'Scholars & Advisors': ['maester', 'grand maester', 'magister', 'magister of pentos'], 'Household & Service': ['cupbearer', 'goodman', 'goodwife', 'keeper of the gates of the moon', 'castellan'], 'Place-names as titles': ['winterfell', 'dragonstone', 'harrenhal', 'riverrun', 'the crossing', 'three towers', 'three sisters', 'ten towers', 'twins']}, 'popularity_type': 'F', 'houses_count_groupes': [[0, 2], [3, 4], [5, 8], [9, 17]], 'isAliveHeir_processing_type': 'B', 'isAliveFather_processing_type': 'B', 'isAliveSpouse_processing_type': 'M', 'binary_mapping': {nan: 0, 0: 1, 1: 2}, 'encoding_type': 'target', 'target_col': 'isAlive', 'encoder_path': '/content/encoders/new_enc_3.pkl', 'scaler_path': '/content/scalers/new_scaler_3.pkl'}","{'model': 'RandomForest', 'params': {'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': 310, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 140}, 'val_accuracy': 0.8269230769230769}"
4,4,0.8301282051282052,"{'M': '100', 'q': '4', 'cultures_grouped_dict': {'Westeros': ['first men', 'andal', 'andals', 'northmen', 'northern mountain clans', 'crannogmen', 'valemen', 'vale', 'vale mountain clans', 'riverlands', 'rivermen', 'westerman', 'westermen', 'westerlands', 'stormlander', 'stormlands', 'reach', 'reachmen', 'the reach', 'dornish', 'dornishmen', 'dorne', 'ironborn', 'ironmen', 'westeros', 'free folk', 'wildling', 'wildlings'], 'Essos': ['valyrian', 'rhoynar', 'astapor', 'astapori', 'braavosi', 'braavos', 'tyroshi', 'lysene', 'lyseni', 'myrish', 'pentoshi', 'qartheen', 'qarth', 'dothraki', 'lhazarene', 'lhazareen', 'meereen', 'meereenese', 'norvoshi', 'qohor', 'asshai', ""asshai'i"", 'norvos', 'ghiscari', 'ghiscaricari', 'naathi', 'ibbenese', 'summer isles', 'summer islands', 'summer islander'], 'Other / Sea Peoples': ['ironborn', 'ironmen', 'ibbenese', 'naathi']}, 'titles_grouped_dict': {'Royalty': ['king', 'queen', 'prince', 'princess', 'king in the north', 'king of astapor', 'king of the andals', 'king of the iron islands', 'king of winter', 'king-beyond-the-wall'], 'Great Lords / Paramounts': ['lord paramount of the mander', 'lord paramount of the stormlands', 'lord paramount of the trident', 'lord of the seven kingdoms', 'lord reaper of pyke', 'lord of harrenhal'], 'Lords and Ladies (regional)': ['lord', 'lady', 'lord of dragonstone', 'lady of the vale', 'lord of the crossing', 'lady of bear island', 'lord of the iron islands', 'lady of darry', 'lord of kingsgrave'], 'Lesser Nobility / Worthy': ['barrowton', 'cerwyn', 'harlaw', 'hightower', 'hornvale', 'oakenshield'], 'Knights and Martial': ['knight', 'ser', 'first sword of braavos', ""knight of griffin's roost"", 'master-at-arms', 'lord captain of the iron fleet', ""lord commander of the night's watch""], 'Court & Officers': ['hand of the king', 'master of coin', 'master of ships', 'master of whisperers', 'steward', 'lord steward', 'seneschal'], 'Military Commands': ['captain', 'captain-general', 'commander of the city watch', 'commander of the second sons', 'oarmaster', 'lord captain'], 'Religious': ['high septon', 'septa', 'septon', 'red priest', 'warlock', ""slave of r'hllor""], 'Scholars & Advisors': ['maester', 'grand maester', 'magister', 'magister of pentos'], 'Household & Service': ['cupbearer', 'goodman', 'goodwife', 'keeper of the gates of the moon', 'castellan'], 'Place-names as titles': ['winterfell', 'dragonstone', 'harrenhal', 'riverrun', 'the crossing', 'three towers', 'three sisters', 'ten towers', 'twins']}, 'popularity_type': 'F', 'houses_count_groupes': [[0, 2], [3, 4], [5, 8], [9, 17]], 'isAliveHeir_processing_type': 'B', 'isAliveFather_processing_type': 'M', 'isAliveSpouse_processing_type': 'B', 'binary_mapping': {nan: 0, 0: 1, 1: 2}, 'encoding_type': 'onehot', 'target_col': 'isAlive', 'encoder_path': '/content/encoders/new_enc_4.pkl', 'scaler_path': '/content/scalers/new_scaler_4.pkl'}","{'model': 'RandomForest', 'params': {'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': 310, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 140}, 'val_accuracy': 0.8301282051282052}"
5,5,0.8237179487179487,"{'M': '100', 'q': '4', 'cultures_grouped_dict': {'Westeros': ['first men', 'andal', 'andals', 'northmen', 'northern mountain clans', 'crannogmen', 'valemen', 'vale', 'vale mountain clans', 'riverlands', 'rivermen', 'westerman', 'westermen', 'westerlands', 'stormlander', 'stormlands', 'reach', 'reachmen', 'the reach', 'dornish', 'dornishmen', 'dorne', 'ironborn', 'ironmen', 'westeros', 'free folk', 'wildling', 'wildlings'], 'Essos': ['valyrian', 'rhoynar', 'astapor', 'astapori', 'braavosi', 'braavos', 'tyroshi', 'lysene', 'lyseni', 'myrish', 'pentoshi', 'qartheen', 'qarth', 'dothraki', 'lhazarene', 'lhazareen', 'meereen', 'meereenese', 'norvoshi', 'qohor', 'asshai', ""asshai'i"", 'norvos', 'ghiscari', 'ghiscaricari', 'naathi', 'ibbenese', 'summer isles', 'summer islands', 'summer islander'], 'Other / Sea Peoples': ['ironborn', 'ironmen', 'ibbenese', 'naathi']}, 'titles_grouped_dict': {'Royalty': ['king', 'queen', 'prince', 'princess', 'king in the north', 'king of astapor', 'king of the andals', 'king of the iron islands', 'king of winter', 'king-beyond-the-wall'], 'Great Lords / Paramounts': ['lord paramount of the mander', 'lord paramount of the stormlands', 'lord paramount of the trident', 'lord of the seven kingdoms', 'lord reaper of pyke', 'lord of harrenhal'], 'Lords and Ladies (regional)': ['lord', 'lady', 'lord of dragonstone', 'lady of the vale', 'lord of the crossing', 'lady of bear island', 'lord of the iron islands', 'lady of darry', 'lord of kingsgrave'], 'Lesser Nobility / Worthy': ['barrowton', 'cerwyn', 'harlaw', 'hightower', 'hornvale', 'oakenshield'], 'Knights and Martial': ['knight', 'ser', 'first sword of braavos', ""knight of griffin's roost"", 'master-at-arms', 'lord captain of the iron fleet', ""lord commander of the night's watch""], 'Court & Officers': ['hand of the king', 'master of coin', 'master of ships', 'master of whisperers', 'steward', 'lord steward', 'seneschal'], 'Military Commands': ['captain', 'captain-general', 'commander of the city watch', 'commander of the second sons', 'oarmaster', 'lord captain'], 'Religious': ['high septon', 'septa', 'septon', 'red priest', 'warlock', ""slave of r'hllor""], 'Scholars & Advisors': ['maester', 'grand maester', 'magister', 'magister of pentos'], 'Household & Service': ['cupbearer', 'goodman', 'goodwife', 'keeper of the gates of the moon', 'castellan'], 'Place-names as titles': ['winterfell', 'dragonstone', 'harrenhal', 'riverrun', 'the crossing', 'three towers', 'three sisters', 'ten towers', 'twins']}, 'popularity_type': 'F', 'houses_count_groupes': [[0, 2], [3, 4], [5, 8], [9, 17]], 'isAliveHeir_processing_type': 'B', 'isAliveFather_processing_type': 'M', 'isAliveSpouse_processing_type': 'B', 'binary_mapping': {nan: 0, 0: 1, 1: 2}, 'encoding_type': 'target', 'target_col': 'isAlive', 'encoder_path': '/content/encoders/new_enc_5.pkl', 'scaler_path': '/content/scalers/new_scaler_5.pkl'}","{'model': 'RandomForest', 'params': {'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 30, 'max_features': 'sqrt', 'max_leaf_nodes': 137, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 203}, 'val_accuracy': 0.8237179487179487}"
6,6,0.8173076923076923,"{'M': '100', 'q': '4', 'cultures_grouped_dict': {'Westeros': ['first men', 'andal', 'andals', 'northmen', 'northern mountain clans', 'crannogmen', 'valemen', 'vale', 'vale mountain clans', 'riverlands', 'rivermen', 'westerman', 'westermen', 'westerlands', 'stormlander', 'stormlands', 'reach', 'reachmen', 'the reach', 'dornish', 'dornishmen', 'dorne', 'ironborn', 'ironmen', 'westeros', 'free folk', 'wildling', 'wildlings'], 'Essos': ['valyrian', 'rhoynar', 'astapor', 'astapori', 'braavosi', 'braavos', 'tyroshi', 'lysene', 'lyseni', 'myrish', 'pentoshi', 'qartheen', 'qarth', 'dothraki', 'lhazarene', 'lhazareen', 'meereen', 'meereenese', 'norvoshi', 'qohor', 'asshai', ""asshai'i"", 'norvos', 'ghiscari', 'ghiscaricari', 'naathi', 'ibbenese', 'summer isles', 'summer islands', 'summer islander'], 'Other / Sea Peoples': ['ironborn', 'ironmen', 'ibbenese', 'naathi']}, 'titles_grouped_dict': {'Royalty': ['king', 'queen', 'prince', 'princess', 'king in the north', 'king of astapor', 'king of the andals', 'king of the iron islands', 'king of winter', 'king-beyond-the-wall'], 'Great Lords / Paramounts': ['lord paramount of the mander', 'lord paramount of the stormlands', 'lord paramount of the trident', 'lord of the seven kingdoms', 'lord reaper of pyke', 'lord of harrenhal'], 'Lords and Ladies (regional)': ['lord', 'lady', 'lord of dragonstone', 'lady of the vale', 'lord of the crossing', 'lady of bear island', 'lord of the iron islands', 'lady of darry', 'lord of kingsgrave'], 'Lesser Nobility / Worthy': ['barrowton', 'cerwyn', 'harlaw', 'hightower', 'hornvale', 'oakenshield'], 'Knights and Martial': ['knight', 'ser', 'first sword of braavos', ""knight of griffin's roost"", 'master-at-arms', 'lord captain of the iron fleet', ""lord commander of the night's watch""], 'Court & Officers': ['hand of the king', 'master of coin', 'master of ships', 'master of whisperers', 'steward', 'lord steward', 'seneschal'], 'Military Commands': ['captain', 'captain-general', 'commander of the city watch', 'commander of the second sons', 'oarmaster', 'lord captain'], 'Religious': ['high septon', 'septa', 'septon', 'red priest', 'warlock', ""slave of r'hllor""], 'Scholars & Advisors': ['maester', 'grand maester', 'magister', 'magister of pentos'], 'Household & Service': ['cupbearer', 'goodman', 'goodwife', 'keeper of the gates of the moon', 'castellan'], 'Place-names as titles': ['winterfell', 'dragonstone', 'harrenhal', 'riverrun', 'the crossing', 'three towers', 'three sisters', 'ten towers', 'twins']}, 'popularity_type': 'F', 'houses_count_groupes': [[0, 2], [3, 4], [5, 8], [9, 17]], 'isAliveHeir_processing_type': 'B', 'isAliveFather_processing_type': 'M', 'isAliveSpouse_processing_type': 'M', 'binary_mapping': {nan: 0, 0: 1, 1: 2}, 'encoding_type': 'onehot', 'target_col': 'isAlive', 'encoder_path': '/content/encoders/new_enc_6.pkl', 'scaler_path': '/content/scalers/new_scaler_6.pkl'}","{'model': 'RandomForest', 'params': {'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': 310, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 140}, 'val_accuracy': 0.8173076923076923}"
7,7,0.8301282051282052,"{'M': '100', 'q': '4', 'cultures_grouped_dict': {'Westeros': ['first men', 'andal', 'andals', 'northmen', 'northern mountain clans', 'crannogmen', 'valemen', 'vale', 'vale mountain clans', 'riverlands', 'rivermen', 'westerman', 'westermen', 'westerlands', 'stormlander', 'stormlands', 'reach', 'reachmen', 'the reach', 'dornish', 'dornishmen', 'dorne', 'ironborn', 'ironmen', 'westeros', 'free folk', 'wildling', 'wildlings'], 'Essos': ['valyrian', 'rhoynar', 'astapor', 'astapori', 'braavosi', 'braavos', 'tyroshi', 'lysene', 'lyseni', 'myrish', 'pentoshi', 'qartheen', 'qarth', 'dothraki', 'lhazarene', 'lhazareen', 'meereen', 'meereenese', 'norvoshi', 'qohor', 'asshai', ""asshai'i"", 'norvos', 'ghiscari', 'ghiscaricari', 'naathi', 'ibbenese', 'summer isles', 'summer islands', 'summer islander'], 'Other / Sea Peoples': ['ironborn', 'ironmen', 'ibbenese', 'naathi']}, 'titles_grouped_dict': {'Royalty': ['king', 'queen', 'prince', 'princess', 'king in the north', 'king of astapor', 'king of the andals', 'king of the iron islands', 'king of winter', 'king-beyond-the-wall'], 'Great Lords / Paramounts': ['lord paramount of the mander', 'lord paramount of the stormlands', 'lord paramount of the trident', 'lord of the seven kingdoms', 'lord reaper of pyke', 'lord of harrenhal'], 'Lords and Ladies (regional)': ['lord', 'lady', 'lord of dragonstone', 'lady of the vale', 'lord of the crossing', 'lady of bear island', 'lord of the iron islands', 'lady of darry', 'lord of kingsgrave'], 'Lesser Nobility / Worthy': ['barrowton', 'cerwyn', 'harlaw', 'hightower', 'hornvale', 'oakenshield'], 'Knights and Martial': ['knight', 'ser', 'first sword of braavos', ""knight of griffin's roost"", 'master-at-arms', 'lord captain of the iron fleet', ""lord commander of the night's watch""], 'Court & Officers': ['hand of the king', 'master of coin', 'master of ships', 'master of whisperers', 'steward', 'lord steward', 'seneschal'], 'Military Commands': ['captain', 'captain-general', 'commander of the city watch', 'commander of the second sons', 'oarmaster', 'lord captain'], 'Religious': ['high septon', 'septa', 'septon', 'red priest', 'warlock', ""slave of r'hllor""], 'Scholars & Advisors': ['maester', 'grand maester', 'magister', 'magister of pentos'], 'Household & Service': ['cupbearer', 'goodman', 'goodwife', 'keeper of the gates of the moon', 'castellan'], 'Place-names as titles': ['winterfell', 'dragonstone', 'harrenhal', 'riverrun', 'the crossing', 'three towers', 'three sisters', 'ten towers', 'twins']}, 'popularity_type': 'F', 'houses_count_groupes': [[0, 2], [3, 4], [5, 8], [9, 17]], 'isAliveHeir_processing_type': 'B', 'isAliveFather_processing_type': 'M', 'isAliveSpouse_processing_type': 'M', 'binary_mapping': {nan: 0, 0: 1, 1: 2}, 'encoding_type': 'target', 'target_col': 'isAlive', 'encoder_path': '/content/encoders/new_enc_7.pkl', 'scaler_path': '/content/scalers/new_scaler_7.pkl'}","{'model': 'RandomForest', 'params': {'bootstrap': False, 'class_weight': None, 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': 310, 'min_samples_leaf': 2, 'min_samples_split': 8, 'n_estimators': 140}, 'val_accuracy': 0.8301282051282052}"
